boj,rating1,cp,rating2
nano6384,1492,nano6384,0
splittinghares,1492,--d,2760
ymin96,1492,ymin96,0
norajo0823,1491,2016305072,363
yds04089,1491,yds04089,739
fail456,1490,fail456,1400
jtpark1206,1490,jtparker1206,0
mathtw1030,1490,twkim_02,1600
rozencrants,1490,rozencrants,1020
yyv2190,1490,yyv2190,459
rang21c,1489,rang21c,0
cktmdwns604,1488,cs_jun,0
cwd0525,1488,cwd0525,1548
ejnahc,1488,ejnahc,1375
koreakhs,1488,koreakhs,0
sksj0111,1488,kpu_mangyou,0
hsk2454,1487,DeerGum,1006
karinohito,1487,karinohito,2325
liomessi,1487,lio_messi,486
jsbryan,1486,jsbryan,399
1994kty,1485,taeyun,364
helloneo,1485,helloneo,1523
honeyricecake,1485,honeyricecake,410
karl0905,1485,SE_Once,0
channynet,1484,channynet,1028
mypark3424,1484,mypark3424,1298
sia9804,1484,sia9804,1415
lucidash,1483,lucidash,1611
sonhy02,1483,sonhy02,967
wkd6576,1483,dongkyun,766
dlwjddls0130,1482,Deli66,379
momo1031,1482,bune_,1055
sb03310,1482,sb03310,0
yun0522,1482,yun0522,0
chris0825,1481,kwin0825,0
jjh63360,1481,Buzz_BEAR,822
komputer,1481,Kevin.P,1230
psykibaek,1481,psykibaek,1379
wjddydgns99,1480,wjddydgns99,912
jugol,1479,jugol,2105
rlaeogus890,1479,zereight,1373
tizm317,1479,tizm317,0
mj00822,1478,mj00822,686
carrykim,1476,carrykim,0
isaaclys,1476,Impaker,0
pooya98,1476,pooya98,734
630sunghee,1475,sungheee,1436
minjunkweon,1475,minjunkweon,1446
sw0000j,1475,sw0000j,0
symsool,1475,symsool,409
ytzka14,1475,ytzka14,1571
andy15701,1472,poink0411,0
controlcaret,1472,ControlCaret,1068
kmutal712,1472,sunmon,1202
csw1226,1471,csw1226,0
dbstmddbs4,1471,lovelyunsh,766
senitf,1471,senitf,441
wooljs,1471,wooljs,1408
subbak2,1470,subbak2,1411
whddnjs18212,1470,whddnjs1821,0
clone_of_teacher,1469,clone_of_teacher,1797
dkwlsfk22,1469,dkwlsfk22,404
dustnehowl,1469,dustnehowl,1226
gmlwndla97,1469,gmlwndla97,1314
han1g,1469,han1g,1501
min49590,1469,min49590,1319
clappingmin,1468,clappingmin,1371
ehj0128,1468,hjeom0128,0
jun1903,1467,jun1903,943
ajhappy12,1466,Loody,526
duql2072,1466,alohayeop,1651
ktw1897,1466,ktw11,0
whysoserious,1466,beh0919119,0
alsrnwlgp,1465,mean9,1452
knight2995,1465,knight2995,767
kraftenty,1465,kraftenty,0
mondayy1,1464,mondayy1,1173
sinam7,1464,SiNam_,1276
wdj0729,1464,wdj0729,1414
genius_choi,1463,genius.choi,0
h0song,1463,baxteryou,0
damin8,1462,Favian,1446
zeroash1263,1462,zero1263,1224
jkl1385,1461,jkl1385,361
plum,1461,plum,1419
chh0107,1460,JoshuaC,1489
wjdnr11,1460,rinrin11,1002
dnwls3023,1459,program__,1305
kwan7595,1459,kwan7595,0
osm1892,1459,osm1892,1115
ysji86,1459,feelgom,0
cwyang,1458,cwyang,1379
naixt1478,1457,naixt1478,743
papergundam,1457,papergundam,1157
pcube,1457,pcube,1281
robinjoo1015,1457,robinjoo1015,1400
seodragon95,1457,seodragon95,0
wijae,1457,wijae,1789
wasa855,1456,wasa855,2815
zolaman,1456,zolaman12,957
kimhot6,1455,kimhot6,0
notfound404,1455,PageNotFound,808
rhkd324,1455,rhkd865,1324
sdnight5,1455,sdnight5,0
ems789,1454,ems789,984
ios,1454,TANNOY,682
jyeon,1454,whitedelay,1361
faper,1453,Faper,867
k402900,1453,k402900,0
leede418,1453,leede418,0
violet716,1452,violet716,1355
bigmsh,1451,awebow,1511
piglove5,1451,maroochydore,0
humit,1450,humit,1388
juhyuck0103,1450,juhyuck0103,1067
many,1450,Many0124,1291
nathan29849,1450,nathan29849,364
seongsoodevelop,1450,seongsoodevelop,0
dna_b,1449,DNA_b,724
ekzmzm79,1449,dksgo79,0
ggmnypsk,1449,huii,1445
jsl1113,1449,sseni,0
seeda,1449,Cho.hyun,0
mygm1302,1447,mygm1302,1363
jhvl4130,1445,jhvl4130,0
kgw1704,1445,rider37,0
cafemug,1444,cafemug,1411
eastop716,1444,eastop716,0
dfjung4254,1443,Eclipsio,0
dnjstjr0227,1443,wondol,1453
kiho1998,1443,ChocoChip,1205
kyungwon,1443,kyungwon,0
bumjun6602,1442,bumjun6602,1307
xognsdl1230,1442,xognsdl1230,839
gbs_mangnanyeong,1441,sensible_life,1253
nyapy,1441,nyapy,1320
pjm0409,1441,MakemyDay,1418
dyl9912,1439,dyl_whale,946
hsnks100,1439,hsnks100,1439
kimdozzi,1439,dobro,0
clichy,1438,clichy,1393
fman1335,1438,C-an,1259
lameinthebox,1438,lameinthebox,1485
risa243,1438,risa243,1338
twinstar,1438,Spirospcia,1326
zheedong,1438,zheedong,0
iamkkwak,1437,iamkkwak,0
lsj0822,1437,dreambeta,0
lojpark,1436,lojpark,1618
minko,1436,minko13,1085
skuldnorniern,1436,SkuldNorniern,777
cupjoo,1434,cupjoo,0
jwst0210,1434,jwst0208,393
mcleroysane19,1434,mcleroysane19,931
alstn2468,1433,alstn2468,0
ambitiouskyle,1433,Pratiable,681
hyotaime,1433,hyotaime,0
oyj0594,1433,gnob417,1302
toycartoon,1433,toycartoon,655
wrynn,1433,Wrynn,1008
2a2aq,1432,pnt,1551
kjhdavid,1432,tree.jhk,837
rbgksqkr,1432,ghenmarru,0
allets1723,1431,st3llartois17,0
unjoo94,1431,eyjeong1202,823
hera777,1430,hera77,1444
39ghwjd,1429,SuckFuckME,941
appleboy,1429,rigizer,0
koreasunoo,1429,koreasunoo,1182
thexl,1429,thexl74,0
hek0628,1428,feelcoding,1400
jaegu88,1427,KimLikeAStone,1166
qhswp,1426,psu7413,372
wnwogh,1426,karas591,364
2002tony,1425,kunheekim,1356
dfnm369,1425,Konpa,984
holyo,1425,ohohoi,510
expfunsce,1424,expfunsce,1510
isco,1424,universalee,0
shm1193,1424,Karatus,1182
dykim0224,1423,_doreen,1436
gwangin,1422,RookieAND,0
wlzhouzhuan,1422,wlzhouzhuan,2663
ylrac,1422,Carly.,1234
c235335,1420,hhk0k,866
officeman,1420,officeman,368
rdmbounder,1420,rdmbounder,1269
jemin0619,1419,jemin0619,0
effortful,1418,effortful,788
jgyuity1289,1418,jgyuity1289,0
kwj426,1417,AlgolTalgol,1369
lion1735,1416,1552419,892
lold232,1416,kseal,378
otwooo,1416,Otwooo,663
chunjh1103,1415,senie,0
xemic,1415,xemic,1421
bamtori05,1414,bamtori05,0
a59,1413,yejin,0
kbp0237,1413,kbp0237,0
s8n3in333,1413,s8n3in333,1061
wjdgns0631,1413,cocosasa,0
02kjw0203,1412,hodupython,0
dynamiseus,1412,Dynamiseus,1463
sshinohs,1411,sshinohs,1152
steadilyworked,1411,steadilyworked,364
dudgus9101,1410,dudgus9101,0
g7199,1410,g7199,0
onnoo,1410,onnoo,1330
seungmin_py,1410,ksmpy,0
chaeeun218,1409,chaeeun,1410
leeyou6757,1408,yurimmmmm,1346
adolfd,1407,adolfd,1214
dolppe,1407,dolppe,0
minjun7410,1407,minjun7410,0
whddnd0728,1407,whddnd0728,361
ccc7497,1406,nadarm,1448
ehdals56,1406,carrtesy,590
kyh012412,1406,kyh012412,0
sangsoo1790,1406,soosu,931
cokegk,1405,tmlu48,1025
jry9913,1405,jerry901,0
koreandns,1405,koreandns,1017
pllapallpal,1405,pllap,929
mjoo1106,1404,mjoo1106,598
shy9546,1404,shy9546,1248
aiantttt3415,1403,aiant,988
mgn1440,1403,mgn1440,1011
sekyo95,1403,myungsekyo,0
pnm6054,1402,pnm6054,0
sodp2,1402,sodp2,1285
ucheriya,1402,ucheriya,1473
y7y1h13,1402,kingodandelion,0
psychobabo,1401,fabichoi,910
seulgi9834,1401,seulgi9834,373
akkan,1400,akkan,1460
seo,1400,seoo,1136
skfcb10,1400,code.road,620
jiggy0429,1399,clutch,0
kjh107704,1399,GGOBOOGI,1200
khs1778,1398,zeero1778,896
papower1,1398,shintao,0
steven1998,1398,EdgarSong,812
loveto3,1397,lib_kim,0
wjdwithyou,1397,wjdwithyou,1486
yoonminsu0617,1397,Y_M_S,1378
choi610,1396,choi610,1277
junsmilevv,1396,junsmilevv,0
rlqja6779,1395,rlqja6779,0
sirenorder,1395,yasu,1642
0318asd,1394,hoonpily,541
maki90,1394,maki90,0
thankowl777,1394,ThankOwl777,0
whddnjs5167,1393,jong_bob,0
dlawlsgud,1390,showingco,1222
karlin,1390,karm4a,1392
soljin8122,1390,soljin8122,1264
chlals862,1388,chlals862,0
ischar,1388,ischar,0
donghoon0709,1387,donghoon0709,1379
javajavara,1387,javajavara,0
kkkkkkkkkjw12,1387,kokochikochi,1205
dongkam123,1386,dongkam,954
exon,1386,exon001,1028
wjb127,1386,GaWall,0
epikem,1385,Epikem,1003
fruit,1385,WOOGLE,1126
nick11967,1384,nick11967,843
dormi,1383,Dormi,2427
nowdragon12,1383,Dr_Mad12,1080
thdqudgns,1382,thdqudgns9612,916
coacervate,1381,y0s30b,1397
dltlsgh45,1381,SINHOLEE,871
k906506,1381,codekodo,0
nakalic,1381,nakalic,0
sealhorse,1380,sealhorse,0
yourk,1380,yourk,0
wony9324,1379,wony9324,0
dhdh6190,1378,Katieeeee,1356
jjim9417,1378,ForceRain,1097
jyjy1229,1377,jyjy1229,1385
mrjin486,1377,mrjin486,834
juneekim7,1376,juneekim7,1470
ilyoan,1375,ilyoan,1783
jungbug04,1375,jungbug,354
skkiss98,1375,sklationd,361
jeongyw12382,1374,Whoyouare,1506
autumnkite,1373,AutumnKite,2714
bayminimum,1373,BayMinimum,1666
eric010506,1372,Bokdol11859,1258
yetommy,1371,yechan3880,0
none_1,1370,joshualimcj,397
wkdus7h,1370,there,0
besyia0k0,1368,besyia0k0,945
lsb918,1368,__LSB__,1274
preeded,1368,preeded,0
hyemin8670,1367,Haamm,0
krenerd,1367,krenerd,1450
sechack,1367,sechack,1198
webserver3315,1367,Takeyama,1348
zanmulgyeol,1367,zanmulgyeol,1339
marinesnow34,1366,m4rinesnow34,1346
pineapple,1366,pinesamapple,0
jwg8679,1365,helldongdae,1255
kyj91032,1364,yeong0jae,0
fabichoi,1363,fabichoi,910
AdcKi,1362,bipowi,0
justinkmoon1,1362,justinkmoon1,942
khg0005,1362,khg0005,1383
qotjdgus96,1362,fullbloomh3ck,919
s34978,1362,like_aflowing_star,348
qooqooqoo,1361,qooqooqoo,0
sunghwan2789,1361,sunghwan2789,1336
jongtae0509,1360,Zoongbong,367
shon804,1360,shon804,1653
wjdekdms99,1360,wjdekdms9,473
xodnjs1245,1360,Hongtaewon,1354
joqjoq966,1359,joqjoq966,1139
pyro,1358,sailOr_02,1768
uno6070w,1358,Gnadi4,1346
wurikiji,1358,wurikiji,0
threedalpeng,1357,threedalpeng,1470
yeonzzu45,1357,yeonzzu45,1393
dx0802,1356,dx0802,909
hiayuna,1356,nolsigan,1354
ksh30918,1356,Kanai_,981
kt0900,1356,EvanMaster,666
ktyong1225,1354,Taeyong,0
qufwnfahs,1354,wpansdl1004,1222
sojang2000,1354,congshake,0
yongdol503,1354,yongdol503,1163
dongmin,1353,DM-09,791
yooasd11,1352,yooasd11,1572
herong2,1351,Quera,2102
jaebok123,1351,zzaebok,1442
jjh0987,1351,coffee_masidda,0
suno,1349,sunovivid,1214
yuqi,1349,yeohj,1689
cepiloth,1348,cepiloth,1301
sjkwon9707,1348,Kyrin,1452
bbbjihan,1347,bbbjihan,887
daegu_kgb,1347,Gyubeen,779
wltjd666,1347,wltjd666,355
yjjo8136,1347,chungsol2,1325
otter66,1346,otter6,0
psu9808,1346,LameS,1426
qnfkzhs1998,1346,GameDev,0
supremo7,1346,supremo7,0
undercurrent,1346,undercurrent1962,0
gjals,1345,gjals,1097
Heyhue07,1345,Heyhue,1416
joshuaz,1345,jz796,1741
jangsumoja,1344,jangsumoja,0
jdi022222,1344,jdi022222,352
kws4022,1344,kws4022,552
dioon0000,1342,dioon0000,936
qkr5689,1342,mawdae,0
rltjr1092,1342,kiseok,0
tmfqksdk,1342,Seongnam1stMinam,0
junmin813,1340,nimnuj318,1236
ats412,1339,tasooning,1349
jse3805,1339,socv,996
alexdraconian,1338,AlexDraconian,1415
wkdcm123,1338,watxh,420
bagmeg,1337,HaeHyul,1299
soleil_eun,1337,soleil_eun,0
bin2114,1336,keibk,425
gk417,1336,gk417gun,661
ipeter,1335,hongchan,0
qudfbf2,1334,Bangrr,997
asqwklop12,1333,asqwklop12,1381
qkrwhdah03,1333,qkrwhdah03,1625
suddi,1333,suddii01,790
kim_0609,1332,unnokid,661
plutokor,1332,quatre,862
tngus5851,1332,girinssh,1101
chltmdals111,1331,Oraindrop,1401
hunni10,1330,hunni10,1869
justin0907,1328,Nyso,1925
sunjae0721,1328,Colddog07_,0
atobaum,1327,atobaum,521
umjunsikisalive,1327,soonyubing,1401
neveralone,1326,neveralone,911
woo2484,1326,woo2484,0
r4k0nb4k0n,1325,r4k0nb4k0n,1098
0913vision,1322,0913vision,1030
helmsman,1321,smLee,0
iroomoon914,1321,iroomoon914,0
rufflain,1320,rufflain,1402
yoxxin,1320,yoxxin,905
zalcls9512,1320,s4ng,1120
im4u_son,1318,im4u_son,0
jaeryo,1318,jaeryo,0
jealee,1318,jealee,455
soren9,1318,soren9,865
mathno1,1317,mathno1,368
youkind,1316,UKIND,1501
predy,1315,Predy7,0
seungjiqueen,1315,seungjiqueen,0
he1233,1314,gusxo,1481
hshoon01,1314,hshoon1,1361
res1235,1314,sunyeul,0
shiroed1211,1313,kshired,1208
skyrhim,1313,Skyrhim,1432
win198978,1313,kpark,1420
987kjh,1312,StereoType,1342
apple06521,1312,Gyeongsik_Son,1316
minshigee,1312,MinShiGee,1217
samshin3910,1312,yxxdustkid,972
jadryyy,1310,jadryyy,837
parkkh07,1310,parkkh07,815
horong54,1309,honux77,1262
woghehd,1309,bitbitter,1355
kiwi_charm,1308,KiwiDot,0
zuppiy,1308,SeoulKing,0
rococo,1307,dlfltltm,0
skyinbj,1307,skyincf,1256
parkpeanut,1305,PeanutPark,0
jhw7348,1304,hyeonu,0
kiheyunkim,1304,kiheyunkim,1382
molla12,1304,molla12,1421
chosh2001,1303,whqtker,944
daramzy,1303,daramzy,1026
seayurre16,1303,seayurre16,0
yibangwon,1303,YiBangwon,0
cmc9595,1301,cmc9595,0
thdwlsdn030818,1301,ssjjww,370
ida1014,1299,hayoon,0
pjookim,1299,pjookim,0
bambini77,1298,bambini77,608
vkqxkr,1298,ParkJJangDol,645
zuiverloon,1298,Zuiverloon,1608
flame623,1297,jinlover623,370
indosm,1297,indosm,1397
bryan0326,1296,nyc326,0
sihoo0035,1296,SH0103,930
yk0318ha,1296,yk0318ha,1442
hobby519,1295,hobby0519,0
hohner64,1295,hohner64,1248
jujeong0108,1295,jujeong0108,829
adldotori,1294,adldotori,0
copier2008,1294,HappyBirus,0
ket0804,1294,ket0804,0
mrgentle1,1294,mrgentle1,1264
blanik,1293,blanik,0
brianna0324,1293,brianna0324,377
dg8987,1293,dg8987,1358
notae,1293,notae,0
onejajae,1293,onejajae,782
shh1234,1293,sanghyuki,1256
loxotan,1292,Loxotan,0
jws9490,1291,jws9490,894
nir805,1291,o3o,937
d1n0,1290,d1n0,0
fcmckim7,1290,fcmckim7,0
lets_social_distance,1290,socialdistancingexpert,0
lhs8928,1290,lhs8928,1445
nandong1104,1290,nandong1104,1382
pyssw,1290,pyssw,677
swthewhite,1290,swthewhite,0
trillion,1290,hrwtoday,0
dldmswp3,1289,eun-Jelly,975
quserinn,1289,quserinn,1478
sabin5105,1289,sabin5105,1397
dnatuna,1287,dnatuna,1076
jw0111,1287,jw0111,1379
cujt10,1285,Satellites,1703
lemontree1729,1285,lemontree1729,893
seyu,1285,seheon99,0
andyandrew03,1284,wkdguswns,0
tjdwlslrj,1284,tjdwlslrj,0
aghimari04,1283,NitoriMkII,1579
gmb9817,1283,gmb9817,0
minwoo8441,1283,mycro8441,353
rhfktj,1283,rhfktj,1605
reversing,1282,ggomma,870
ycj123z,1282,ycj123z,0
choiys,1281,choiys,0
lockcept,1281,secsegy,1554
lesw1012,1279,metie,0
richard2051,1279,RIchardLee,1403
connor,1278,connor_,1007
ilsa,1278,ilsa,983
rb8925,1278,Handeokgyu,812
hyongwu,1277,browoo,1439
injoon0617,1277,InjoonHwang,0
ap25ap25,1275,Mincho_Park,0
andonia,1274,andonia,0
sutekine,1274,JKJeong,1490
gomin,1273,gomin,0
jted0537,1273,jted0537,430
lokilo,1273,rancafe,1520
oh_jae_sung,1273,NO_member,1389
dn0530,1272,nebula-k,0
ly0738,1272,JJhuk,0
pjh9736,1272,pppp2,1272
dudwls9457,1271,dokgod,442
kyrin,1271,Kyrin,1452
hackid,1270,hackid,0
moa2app,1270,moa2app,1283
sch314,1270,SCH314,955
rhyuys115,1269,rhyuys115,403
slumbone,1269,slumbone,0
wogus3602,1269,woogus,1332
codebuster,1268,Hm1209,1268
ryuflower,1268,ryuflower,1173
uisha,1267,Uisha,1033
crispy3092,1266,Crispy_d0wn,0
mist0713,1265,mist0713,596
pjw960316,1265,pjw960316,1408
ash337,1264,ash337,0
codethinking,1264,cothi,820
guswns5898,1263,guswns5898,0
heatz123,1263,Heatz,1569
bbvch13531,1262,bbvch13531,1371
ra_y,1262,ra_y,1201
2017136116,1261,upso_olving,1222
rlaxogh5079,1261,rainbow5079,657
525hm,1260,KENNYPARK,1933
greeting_man,1260,YongCastle,0
kim6394,1260,gyuseok6394,1221
noname_0x16,1260,koreanwagyu,703
rkdalstjd21001,1260,K4N9,1235
coldburgundy,1258,Whitemir,0
jhcse5189,1258,bammer,944
noah0015,1258,noahyn,0
rlaxogk006,1258,tttkim,0
wodudfox,1258,wodudfox,1560
yeong35,1258,yeong35,1116
acceptor_gyu,1257,acceptor-gyu,0
gongsoonyee,1257,gongsoonyee,0
paulsea27115,1257,paulsea27115,0
orb_of_zone,1256,Not_Mighty_Pen,1026
ministove3yo,1255,ministove3yo,0
sarrin,1255,sarrin,627
tony3322,1255,Neph,412
dongphago,1254,youngKmakemehigh,0
louis0622,1254,llouis0622,0
pacificair,1253,eugenie8,0
phy9106,1253,rase9106,1251
qttw456,1249,qttw456,1418
totokisung,1249,totokisung,1383
wisechang1,1249,SamePerson,1479
taebinalive,1248,taebinalive,1410
ydav,1248,WH_NOH,1002
leomessi,1247,Splash33,1241
maizer51,1246,DavHit,900
sky834459,1246,tofu8344,0
hl1046,1245,HYORIM,1251
lcs5382,1245,lcs5382,0
integral_99,1244,Integraldx,1408
joon0zo1022,1244,joon0zo1022,367
line123,1243,HOKAGO_MEMORIES,600
bombard1004,1242,bombard1004,1691
limagine,1241,dongjunLim,0
murra,1241,murra,1374
parkym,1241,ParkYM,1614
scottsuk0306,1241,scottsuk0306,1071
wisdomin121,1240,mingmengmong__,383
suhyeonho,1239,yeonho,1265
yunseong14,1239,yunseong14,1313
dase25,1238,dase25,0
edwardycl,1238,edwardycl,1763
jasper200207,1238,gggqggggg,0
skh7343,1238,underthelights,0
repi1218,1236,Repye,0
wooilds1,1235,wooilds1,1339
baemin0103,1233,baemin0103,1296
oom2024,1233,oom2024,0
shgkms,1233,shgKMS,1293
hurari09,1232,hurari09,0
dbtkdwls2291,1228,rangjin,0
kwl3434,1228,kwl7,0
lif,1228,lif,0
chang061005,1227,prettychang,1617
point_102us,1227,loufre,0
dwookkim,1225,dwookkim,1284
yeongh,1225,yeongh,1501
digilogrichard,1223,wjdalsrbekt,419
alswnskmj,1222,minjoonk,0
solveit,1222,solveit,1545
jgroutine,1221,jgroutine,792
jacob_1120,1220,iamground,1385
kimna16,1219,kimna16,0
harin95,1218,harin95,0
qkrwg12,1217,jhpark19,387
wook3024,1217,swook,0
cnc1583,1216,Mrgggg,1397
gk1vk,1216,hwi,1224
leejh9754,1215,brorida,796
million_theater,1215,Fotone,1323
odo27,1215,odo27,0
seyy,1215,yyes,1651
synthesis,1215,synthes1s,933
arkingco,1214,Park_arsun,365
studyalgorithm721,1214,GooRuem721,0
dmsrud1501222,1213,coster97,0
jshname,1213,NormalPlayerJSH,0
daydream,1212,Vesselop,0
junjun0926,1212,Orca_,1441
khj878,1212,khj878,0
kimsiwoo0428,1211,shrimp4,1078
whitehyun,1211,whitehyun,960
whitepiano,1210,WhitePianoW,1236
iiiiiiillllllli,1209,iiiiiiillllllli,1390
seanrocket17,1209,seanrocket17,1025
khj1999,1208,pinch,0
sin37minduke,1208,banana_juice,0
ggyt,1206,mshun,396
harang97,1205,harang97,1386
kimin0626,1205,qfpsxk,0
luca200799k,1205,luca200799k,1136
dbswns97,1202,AntCode97,0
nayechan,1201,nayechan,1394
rkd028,1200,rkd028,677
coder3,1199,CoderNia,1371
likehh,1199,hyunolike,0
gusdnr9934,1198,gusdnr9934,0
kani215,1198,KANI215,1337
kimds5344,1198,Kimsteam,0
metr0jw,1198,metr0jw,0
haribokim23,1197,haribokim23,800
kjw0323,1197,jungw00,1247
wojino,1195,wojino,0
rlawngjs0313,1191,juheon,613
xornjsthsus7,1191,Lunty,1604
blueblud,1190,blueblud,0
psungkr94,1190,BeneBean,0
kcy1760,1189,IronD,0
mangkoo,1189,mangkoo,1078
wkddnjsdlr,1189,Onigi,0
mm9176715,1187,cheseo,595
wogns1733,1186,Anmyeondo,977
akame312,1185,Usani,372
cyron1259,1184,cyron1259,1910
seungjaelim,1184,s.zae_,0
jinmolang,1183,jinmolang,0
qkrqjatn1324,1183,Hansori,1377
quasar0529,1183,esc247,0
robot9862,1182,Pyrobo,1061
show7805,1182,show7805,1308
rechardkee,1181,KeeDongMON,1404
iovejuny,1180,Mini-Dora,0
jiyoon127,1180,jiyoon127,1373
bin3525,1179,bin3525,359
naanthony,1179,joon_lee,395
junhaesung,1178,seong0428,1258
spide333,1178,spide333,1332
hetmis99,1177,hetmis99,0
korshrimp,1177,shrimp4,1078
steve06,1176,F_steve,649
cogns1118,1175,cogns1118,1171
giantdaegari,1175,Daegari,1492
gnffk1129,1174,m3nukim,0
alswhdgus9,1173,stmin,784
shin748,1173,cannoteng,1373
davedave,1172,daveKim,0
adam123,1170,kmjeong0422,792
eulrho,1169,eulrho,383
hwanseok_dev,1169,hwanseok,957
isaiah_54,1168,SeolLab,0
ryh2803,1168,younghyun_Yu,0
krgreenteabro,1167,krgreenteabro,383
lentti,1167,lentti,1321
702fbtngus,1165,Isele,1680
kdsh5800,1165,tshk_me,0
maveltoz,1164,maveltoz,1401
nockbeet,1164,Nockbeet,0
nuke,1164,nuke_sharp,365
ghi09194,1163,aws5624,0
scolpionbell,1163,dfvas,580
ydnactnim,1163,ydnactnim,1057
chung1306,1162,hottj,0
beepman,1159,beepman,1518
cstria0106,1159,Koati,1390
pkhd5454,1159,pkhd5454,1448
hjbae22,1158,hjbae22,930
limnoung,1158,limnoung,0
yangsej,1158,DOFH,1001
adsrnm7,1157,adsrnm7,1249
ekdothds318,1157,dominic95,1004
vyrjsgml,1157,vyrjsgml,573
hyunwook7120,1156,jhw030217,689
littlefugue,1156,jack.fugue,1887
nay0901,1155,ah00ee,1017
wva33j4e,1155,Rosette,1571
coldbrew,1152,coldbrew,1371
hsinh,1152,cosine.,1409
io2257,1152,io2257,465
joyjune,1152,joyjune,0
csw9907,1151,ChoiSW99,410
n_o_n_o_n,1151,n_o_n_o_n,1795
zxcv859500,1151,Guwensoo,1368
calmd123,1149,calmd123,0
cezyr6491,1149,cezyr6491,1447
logoo03,1149,logoo03,806
euijoon07,1148,KVL07,1201
aname,1147,dvuns,366
h1009218,1147,HwangBBang,0
sky9233,1146,noirstar,0
kheee512,1145,maehwasoo,380
wnsdud1861,1145,wnsdud1861,0
jschang,1144,jschang0215,1244
ohoh7391,1144,sjMun09,0
wldnjs1123,1144,zziony,0
pig052656,1143,makryul,1384
rlawlgns3433,1143,Kennycode,0
jwonylee,1141,jwonylee,0
thinkingdobby,1141,Chiho,1453
arcojeong0915,1140,jhw0900,412
swlee3722,1137,goodmanKR,0
zlfn,1137,zlfn,1400
singularis7,1136,singularis7,388
leebs0521,1135,leebs0521,627
hentsru5619,1133,WhituruMaturu,0
mawjdgus,1133,mawjdgus,614
mj4863,1133,seven_tech,0
devkwonsehoon,1131,ilovewinter,0
ecrire06,1129,ecrire06,0
ltnyst10,1128,love_Katsuragi,444
ywj3493,1128,luvcatmetti,1202
byzantium,1126,coogie,0
eogus4658,1126,eogus4658,0
vcho1958,1126,vcho1958,677
2dcoder,1125,Intellij_tool,0
austinlee04,1125,austinlee04,0
gobad820,1125,go_bad,0
ing_007,1125,ing_007,1081
august080829,1123,zerone001,0
lsy4723,1123,lsy4723,366
xjclvkq1999,1123,Owl_Coffee,1392
bythedoor2,1121,skmy,0
crushingstar,1121,crushingstar,965
havist,1120,CPS_27,0
mkisos,1120,mkisos,0
skylaming,1120,Kingdonsan,1182
anna7a,1119,anna7a,421
pgu1027,1119,chainsfield,0
stajw,1118,stajw,0
teeu,1116,teeu,1260
ehdrjf337,1115,ehdehddl,1425
jhjh307,1115,jhjh307,0
lightjean,1115,lightjean,836
april908,1114,SHEAN,0
okc05181,1114,slowifi,882
mjun09,1113,artiiicy,1251
r4you96,1113,r4you96,0
rlawndks4,1113,RedJuan,1169
kyleoh95,1112,jwoh,0
nemanjabenkovic,1112,nemanjabenkovic,483
zzz845zz,1112,zzz845zz,1352
ddokddogi,1111,handsome_guy,1605
kim1023123,1111,downyK,0
leewj1025,1111,Leewj,0
hodudragon0405,1110,Children_R,843
bww9641,1109,bww9641,1333
mojele,1108,MOJELE,895
kimjh1788,1107,MaT_C0,0
wondong5,1107,wondong,0
gygur106,1105,gygur1206,0
beb00146,1103,beb00146,440
banlxx,1102,banlxx,664
whgudtj1200,1102,hscho,728
songkg7,1100,songkg7,0
red19960227,1098,woochann1945,0
eungu0920,1097,eungu0920,368
hwangtmdals,1097,min.hwang,612
kimwj9792,1096,kimwj9792,0
gorgeousfriend,1094,Sunny_Summer,858
frogyou2330,1093,frogyou2330,0
pitahano,1093,pitahano,1214
thddudgns97,1093,dev_klein.h,0
newkyu12,1089,newkyu12,1431
aetaik97,1088,taegwan03,0
aig2029,1087,duralumin,0
chihiro888,1083,chihiro888,788
o10224,1081,SeolMan,0
younam2,1081,Code.MJ,0
0rigin,1080,0rigin,779
kiminsoo43,1079,insookim43,0
radionemu,1079,_PNEUMA_,0
antisevlll,1077,sevlll777,2356
vbchunguk,1077,Tirr,1651
minsh,1075,Minshxxx,0
skeajd236,1075,metrosxxmin,1423
zaq5526,1075,ptwd,0
resolution15,1074,resolution15,1311
kdy312,1073,kdy312,1397
apjojeongjin,1072,TripleJ,1214
enormousrollback,1072,2normousRollBack,0
euzl,1071,euzl,349
nhchoi98,1071,Choco_soul,0
ch4302,1070,Laurents_,828
gbs14_parkkyungsu,1070,flowerminx,1514
hyunlee52852,1069,hyunlee52852,569
alonso7825,1068,mh960110,0
typebreaker,1068,typebreaker,1472
danakim1019,1067,danakim1019,364
kmg0512,1067,asdlkj,0
ret0422,1067,Nesquitto,0
seojiyong25,1067,seojiyong25,0
james248,1065,james0248,1568
jw2093,1065,j1won1h,0
wown387,1065,JayLee,0
ogy1004,1064,ozyworld,0
seok3765,1064,seok3765,0
ssystarsky,1064,ssystarsky,0
lgkimjy,1063,lgkimjy,0
pillowlotto,1063,corinyee,0
jinyeob,1062,jinyeob,1377
maro0201,1062,maro0201,0
plcker,1062,LimeClay,1367
yhoung11,1061,LineY,0
geol2,1060,Geol2,1373
bty0823,1059,HoodRyan,862
ekekekgml,1059,daheek,1434
firstaidkit,1059,FirstAidKit,0
redmountain,1059,rMisp,453
